customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2509-CUST1063,Female,0,No,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.61,1446.52,Yes
2510-CUST2927,Female,0,No,Yes,27,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.51,1229.9,Yes
2511-CUST9630,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),90.2,369.95,No
2512-CUST1896,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.01,2392.18,No
2513-CUST6858,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,84.56,0.0,Yes
2514-CUST8367,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.82,3700.73,No
2515-CUST3079,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.48,1589.08,Yes
2516-CUST1000,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,91.93,2795.79,Yes
2517-CUST5801,Female,1,No,No,69,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.43,4438.12,No
2518-CUST5009,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.97,3893.28,No
2519-CUST7024,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,471.0,No
2520-CUST3763,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.43,1236.14,Yes
2521-CUST3633,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.5,1656.8,No
2522-CUST4432,Female,0,No,Yes,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,44.6,2305.76,Yes
2523-CUST2682,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.11,943.91,Yes
2524-CUST1562,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),89.42,1684.66,No
2525-CUST7992,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,56.27,1849.29,Yes
2526-CUST1257,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),60.12,3145.26,No
2527-CUST7665,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.16,4523.66,No
2528-CUST5741,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),101.53,2220.72,Yes
2529-CUST5673,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,457.61,Yes
2530-CUST5931,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.69,315.04,No
2531-CUST8006,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.23,1217.55,No
2532-CUST4875,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.31,427.71,Yes
2533-CUST5093,Female,1,No,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.84,4413.82,No
2534-CUST3654,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,84.65,3320.84,No
2535-CUST4984,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.59,57.95,No
2536-CUST4815,Male,1,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.36,1585.85,Yes
2537-CUST2869,Female,0,No,No,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),44.96,2674.74,Yes
2538-CUST1377,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.25,4166.1,Yes
2539-CUST3392,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.64,316.87,Yes
2540-CUST7206,Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.1,2240.27,No
2541-CUST1848,Male,0,No,No,71,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.36,3607.23,No
2542-CUST1779,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.53,3312.61,No
2543-CUST4411,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1045.09,Yes
2544-CUST1865,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.86,3423.88,Yes
2545-CUST4639,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.34,6365.54,No
2546-CUST8091,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.92,1630.22,Yes
2547-CUST2930,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,527.53,Yes
2548-CUST1538,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.91,1909.35,Yes
2549-CUST5029,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,85.02,2633.48,Yes
2550-CUST7061,Female,1,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.95,256.38,Yes
2551-CUST8541,Male,0,No,Yes,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.5,3475.1,No
2552-CUST9425,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.13,1336.33,No
2553-CUST7222,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,81.55,2282.11,No
2554-CUST6416,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.36,5936.42,No
2555-CUST8707,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,70.71,3093.97,No
2556-CUST8143,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,81.55,5436.01,No
2557-CUST9079,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.98,4854.92,Yes
2558-CUST8214,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.57,231.55,Yes
2559-CUST1896,Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.04,124.21,Yes
2560-CUST8582,Female,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.18,1238.74,No
2561-CUST7488,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.63,3863.29,Yes
2562-CUST4595,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,61.09,No
2563-CUST9467,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.39,622.84,Yes
2564-CUST9594,Female,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,453.65,Yes
2565-CUST3301,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.24,2430.69,No
2566-CUST4048,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,82.23,3450.62,No
2567-CUST3584,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,358.12,Yes
2568-CUST5258,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1161.5,No
2569-CUST6227,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.6,3592.07,Yes
2570-CUST1242,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.0,6022.41,Yes
2571-CUST3350,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,71.8,2659.44,No
2572-CUST2045,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.26,4066.22,No
2573-CUST7633,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,84.37,3211.99,No
2574-CUST3665,Male,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.01,4588.42,Yes
2575-CUST3011,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.4,1747.99,No
2576-CUST7526,Male,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),56.51,1143.16,No
2577-CUST8297,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.89,0.0,Yes
2578-CUST6245,Female,0,No,No,31,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,60.62,1883.08,Yes
2579-CUST9561,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,92.88,638.12,No
2580-CUST2394,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,83.57,5660.65,No
2581-CUST7404,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.61,2492.45,No
2582-CUST3075,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.28,624.85,Yes
2583-CUST3896,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.66,1364.72,No
2584-CUST9374,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.64,4382.3,Yes
2585-CUST1375,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,77.57,4145.26,Yes
2586-CUST4990,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.39,2159.08,No
2587-CUST9401,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.11,1079.24,Yes
2588-CUST7259,Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.46,2536.54,No
2589-CUST4706,Male,0,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.17,2149.93,No
2590-CUST5467,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,77.48,1973.3,No
2591-CUST1994,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.03,4249.53,No
2592-CUST3489,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,862.6,No
2593-CUST3661,Female,1,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,49.81,1473.85,Yes
2594-CUST6490,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,77.36,2948.86,Yes
2595-CUST4515,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),69.8,831.09,No
2596-CUST5062,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.77,1394.91,No
2597-CUST6834,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.88,2819.19,Yes
2598-CUST6010,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,1220.21,Yes
2599-CUST8824,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,463.16,No
2600-CUST6635,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.61,4524.66,Yes
2601-CUST6515,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.42,714.79,No
2602-CUST8920,Female,0,No,No,27,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.72,2277.72,Yes
2603-CUST2926,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.39,199.88,Yes
2604-CUST6076,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1094.64,No
2605-CUST1228,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.28,2773.57,No
2606-CUST7585,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.26,4031.62,Yes
2607-CUST7052,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,83.59,1589.28,Yes
2608-CUST6687,Female,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.78,2025.05,Yes
2609-CUST9037,Female,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,60.4,3655.14,No
2610-CUST3639,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,524.02,Yes
2611-CUST8966,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.49,538.1,Yes
2612-CUST2294,Female,0,No,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.66,5529.93,Yes
2613-CUST5225,Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.77,677.31,Yes
2614-CUST2548,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,340.94,No
2615-CUST6879,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.97,2977.01,No
2616-CUST1516,Female,1,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,61.31,3168.39,Yes
2617-CUST4488,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,69.97,1464.3,No
2618-CUST5607,Male,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.48,2855.66,Yes
2619-CUST4009,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.95,4287.78,No
2620-CUST9163,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.66,3363.69,Yes
2621-CUST2980,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.03,405.41,Yes
2622-CUST6557,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.98,1609.46,No
2623-CUST9416,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.09,607.28,No
2624-CUST3250,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.84,Yes
2625-CUST8911,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,87.89,3497.33,No
2626-CUST9327,Female,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.08,975.0,Yes
2627-CUST6152,Female,1,No,No,64,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,79.97,5114.45,Yes
2628-CUST4037,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.02,38.72,Yes
2629-CUST7588,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,61.09,Yes
2630-CUST4929,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,93.07,2917.0,Yes
2631-CUST2393,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.19,82.68,Yes
2632-CUST8859,Male,0,No,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,61.59,3896.76,No
2633-CUST1370,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.01,1189.3,Yes
2634-CUST5733,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.01,386.4,Yes
2635-CUST2659,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),55.5,2647.94,No
2636-CUST4443,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,135.82,Yes
2637-CUST8657,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.86,3248.08,No
2638-CUST2276,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.22,4157.13,No
2639-CUST7629,Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,64.01,1307.65,No
2640-CUST9793,Male,0,No,No,31,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.84,2356.12,Yes
2641-CUST9410,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.37,373.74,No
2642-CUST1208,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.59,1352.68,Yes
2643-CUST4206,Male,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.31,2883.98,No
2644-CUST1210,Male,1,No,No,26,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),63.31,1648.87,No
2645-CUST1272,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.79,1479.87,Yes
2646-CUST8327,Female,0,No,No,34,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.59,2111.62,No
2647-CUST7287,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),66.61,3384.06,No
2648-CUST4579,Male,0,Yes,No,14,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),53.38,733.14,No
2649-CUST8501,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.35,5664.04,Yes
2650-CUST9693,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,90.75,4720.7,Yes
2651-CUST7587,Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,53.81,3500.31,No
2652-CUST4825,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.67,1370.32,Yes
2653-CUST4944,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,71.86,4351.58,No
2654-CUST2109,Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,52.38,3341.9,Yes
2655-CUST4064,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.09,705.56,Yes
2656-CUST4151,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),87.02,4681.68,No
2657-CUST9143,Female,1,No,Yes,58,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.49,4539.88,Yes
2658-CUST2349,Male,1,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.65,112.46,Yes
2659-CUST9200,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.89,1337.6,Yes
2660-CUST4499,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.61,914.77,Yes
2661-CUST5287,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.1,3379.15,Yes
2662-CUST5587,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),95.25,3241.07,No
2663-CUST8874,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.52,30.48,Yes
2664-CUST6384,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.23,2579.98,Yes
2665-CUST7923,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.0,165.38,Yes
2666-CUST8111,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.23,4173.8,Yes
2667-CUST8410,Female,0,No,Yes,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,56.49,906.73,Yes
2668-CUST8161,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),79.87,2188.5,No
2669-CUST1676,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.09,925.96,No
2670-CUST3772,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,163.46,Yes
2671-CUST2383,Female,1,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,93.9,3112.58,Yes
2672-CUST1498,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,68.82,4008.9,No
2673-CUST7711,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.71,1094.79,Yes
2674-CUST8380,Male,1,Yes,Yes,58,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.69,5296.08,Yes
2675-CUST2854,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.87,486.62,No
